retriever_name,count,mean,std,min,25%,50%,75%,max
field_metadata_balanced_grammar,80.0,4.394643001360053,1.6985510235214714,2.5673051948051944,3.0075,4.325,5.0,8.21304347826087
hybrid_fusion_balanced_grammar,150.0,0.008705254429605678,0.0017126281705537208,0.0064285714285714,0.007258064516129,0.008695652173913,0.0095238095238095,0.0136488970588235
semantic_e5_balanced_grammar,150.0,0.8090286604563395,0.037150498311269396,0.7217053174972534,0.7797080278396606,0.8094334304332733,0.8491671085357666,0.8668004870414734
sparse_bm25_balanced_grammar,150.0,0.4613110700280082,1.946620899685105,-2.528189672961932,-1.3105787599243206,0.0,2.678610096887993,3.8819791183839976
