grammar_profile,library_coverage_percent,unique_variants_used,total_variants_defined,variant_entropy_bits,avg_families_per_session,std_families_per_session,archetype_distribution,structure_distribution,transition_entropy_bits,adherence_rates_percent,avg_progression_score
loose_grammar,75.0,9,12,3.1533031368938818,1.75,0.4330127018922193,"{""Progressive Family Only"": 22, ""Progressive Single ShotSide"": 22, ""Dynamic Block Session"": 20, ""Conditioned Games Only"": 20, ""Drill Only"": 16}","{""structure_60min_5blocks"": 23, ""structure_45min_5blocks"": 21, ""structure_45min_4blocks_cg"": 14, ""structure_60min_4blocks_cg"": 14, ""structure_45min_6blocks"": 7, ""structure_45min_3blocks_cg"": 8, ""structure_60min_6blocks"": 13}",1.8552833443849288,"{""Single Family Adherence"": 100.0, ""Single Side Adherence"": 100.0, ""Conditioned Games Only Adherence"": 100.0, ""Drill Only Adherence"": 100.0}",0.7031428571428572
balanced_grammar,75.0,9,12,3.1613389457234256,1.74,0.4386342439892262,"{""Progressive Single ShotSide"": 25, ""Dynamic Block Session"": 19, ""Conditioned Games Only"": 21, ""Drill Only"": 18, ""Progressive Family Only"": 17}","{""structure_60min_6blocks"": 21, ""structure_45min_3blocks_cg"": 11, ""structure_45min_6blocks"": 18, ""structure_60min_5blocks"": 26, ""structure_60min_5blocks_cg"": 3, ""structure_45min_5blocks"": 14, ""structure_60min_4blocks_cg"": 6, ""structure_45min_4blocks_cg"": 1}",1.902903669266868,"{""Single Side Adherence"": 100.0, ""Conditioned Games Only Adherence"": 100.0, ""Drill Only Adherence"": 100.0, ""Single Family Adherence"": 100.0}",0.7519047619047617
high_constraint_grammar,92.3076923076923,36,39,4.966109942187037,1.93,0.2551470164434615,"{""Drill Only (High-Constraint)"": 48, ""Dynamic Block Session (High Constraint)"": 15, ""Progressive Single ShotSide"": 17, ""Conditioned Games Only"": 16, ""Progressive Family Only (High-Constraint)"": 4}","{""structure_45min_6blocks"": 48, ""structure_45min_5blocks"": 6, ""structure_60min_6blocks"": 15, ""structure_60min_5blocks"": 15, ""structure_60min_4blocks_cg"": 12, ""structure_45min_3blocks_cg"": 4}",1.9568225023943815,"{""Drill Only Adherence"": 100.0, ""Single Side Adherence"": 100.0, ""Conditioned Games Only Adherence"": 100.0, ""Single Family Adherence"": 100.0}",0.697968253968254
